0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
12050,,возвращается,ВОЗВРАЩАТЬСЯ,V ipf praes sg indic - 3p,,,тебе это просто _возвращается_ в троекратном размере,я,с,т,е,а,щ,V,ВОЗВРАЩАТЬСЯ,V ipf praes sg indic - 3p,Я
12051,,в,В,PR,,,"это просто возвращается _в_ троекратном размере ,",в,,,,,,PR,В,PR,В
12052,,троекратном,ТРОЕКРАТНЫЙ,A - loc sg plen m -,,,"просто возвращается в _троекратном_ размере ,",м,о,н,т,а,р,A,ТРОЕКРАТНЫЙ,A - loc sg plen m -,Й
12053,,размере,РАЗМЕР,S m inan loc sg,,,"возвращается в троекратном _размере_ , э",е,р,е,м,з,а,S,РАЗМЕР,S m inan loc sg,Р
12054,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12055,"<distinct form=""",,,,,,,,,,,,,,,,
12056,<dist>,э,,,,,,,,,,,,,,,
12057,<dist>,-,,,,,,,,,,,,,,,
12058,<dist>,это,,,,,,,,,,,,,,,
12059,""">",,,,,,,,,,,,,,,,
12060,,это,ЭТО!,PART,,,- это _это_ такой закон,о,т,э,,,,SPRO,ЭТО,S n - acc sg,О
12061,</distinct>,,,,,,,,,,,,,,,,
12062,,такой,ТАКОЙ,APRO - nom sg plen m -,,,"это _такой_ закон , закон",й,о,к,а,т,,APRO,ТАКОЙ,A - nom sg plen m -,Й
12063,,закон,ЗАКОН,S m inan nom sg,,,"это такой _закон_ , закон трех",н,о,к,а,з,,S,ЗАКОН,S m inan nom sg,Н
12064,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12065,,закон,ЗАКОН,S m inan nom sg,,,"такой закон , _закон_ трех : ты",н,о,к,а,з,,S,ЗАКОН,S m inan nom sg,Н
12066,,трех,ТРИ!,NUM gen - -,,,"закон , закон _трех_ : ты сделал",х,е,р,т,,,NUM,ТРИ,NUM loc - -,И
12067,,:,:,PUNCT,,,,,,,,,,PUNCT,,,
12068,,ты,ТЫ,SPRO sg 2p - nom,,,закон трех : _ты_ сделал какую-то гадость,ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12069,,сделал,СДЕЛАТЬ,V pf praet sg indic m -,,,трех : ты _сделал_ какую-то гадость -,л,а,л,е,д,с,V,СДЕЛАТЬ,V pf praet sg indic m -,Ь
12070,,какую-то,КАКОЙ-ТО,APRO - acc sg plen f inan,,,: ты сделал _какую-то_ гадость - тебе,о,т,-,ю,у,к,APRO,КАКОЙ-ТО,A - acc sg plen f inan,О
12071,,гадость,ГАДОСТЬ!,S f inan acc sg,,,ты сделал какую-то _гадость_ - тебе эта,ь,т,с,о,д,а,S,ГАДОСТЬ,S f inan nom sg,Ь
12072,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12073,,тебе,ТЫ,SPRO sg 2p - dat,,,какую-то гадость - _тебе_ эта гадость пришла,е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
12074,,эта,ЭТОТ,APRO - nom sg plen f -,,,"гадость - тебе _эта_ гадость пришла ,",а,т,э,,,,APRO,ЭТОТ,A - nom sg plen f -,Т
12075,,гадость,ГАДОСТЬ,S f inan nom sg,,,"- тебе эта _гадость_ пришла , ооо",ь,т,с,о,д,а,S,ГАДОСТЬ,S f inan nom sg,Ь
12076,,пришла,ПРИЙТИ,V pf praet sg indic f -,,,"тебе эта гадость _пришла_ , ооо ,",а,л,ш,и,р,п,V,ПРИЙТИ,V pf praet sg indic f -,И
12077,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12078,,ооо,ООО,INTJ,,,"гадость пришла , _ооо_ , в три",о,о,о,,,,INTJ,ООО,INTJ,О
12079,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12080,,в,В,PR,,,", ооо , _в_ три раза сильнее",в,,,,,,PR,В,S - - nonflex -,В
12081,,три,ТРИ!,NUM gen - -,,,"ооо , в _три_ раза сильнее ,",и,р,т,,,,NUM,ТРИ,NUM nom - -,И
12082,,раза,РАЗ,S m inan gen sg,,,", в три _раза_ сильнее , то есть",а,з,а,р,,,S,РАЗ,S m inan gen sg,З
12083,,сильнее,СИЛЬНО,ADV comp,,,"в три раза _сильнее_ , то есть это",е,е,н,ь,л,и,ADV,СИЛЬНО,ADV comp,О
12084,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12085,,то есть,то есть,CONJ,,,"раза сильнее , _то есть_ это тебе просто",ь,т,с,е,,о,CONJ,то есть,ADV -,ь
12086,,это,ЭТО,SPRO n - nom sg,,,"сильнее , то есть _это_ тебе просто невыгодно",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12087,,тебе,ТЫ,SPRO sg 2p - dat,,,", то есть это _тебе_ просто невыгодно .",е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
12088,,просто,ПРОСТО,PART,,,то есть это тебе _просто_ невыгодно .,о,т,с,о,р,п,PART,ПРОСТО,PART,О
12089,,невыгодно,НЕВЫГОДНО,ADV -,,,это тебе просто _невыгодно_ .,о,н,д,о,г,ы,ADV,НЕВЫГОДНО,ADV -,О
12090,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12091,,,,,,,,,,,,,,,,,
12092,# sent = 873,,,,,,,,,,,,,,,,
12093,,Ты,ТЫ,SPRO sg 2p - nom,,,. _Ты_ сделал что-то хорошее,ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12094,,сделал,СДЕЛАТЬ,V pf praet sg indic m -,,,Ты _сделал_ что-то хорошее -,л,а,л,е,д,с,V,СДЕЛАТЬ,V pf praet sg indic m -,Ь
12095,,что-то,ЧТО-ТО,SPRO n inan acc sg,,,Ты сделал _что-то_ хорошее - тебе,о,т,-,о,т,ч,SPRO,ЧТО-ТО,S n - acc sg,О
12096,,хорошее,ХОРОШИЙ!,A - acc sg plen n -,,,Ты сделал что-то _хорошее_ - тебе это,е,е,ш,о,р,о,A,ХОРОШИЙ,A - nom sg plen n -,Й
12097,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12098,,тебе,ТЫ,SPRO sg 2p - dat,,,что-то хорошее - _тебе_ это потом вот,е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
12099,,это,ЭТО,SPRO n - nom sg,,,хорошее - тебе _это_ потом вот постепенно,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12100,,потом,ПОТОМ!,ADVPRO -,,,"- тебе это _потом_ вот постепенно ,",м,о,т,о,п,,ADV,ПОТОМ,ADV -,М
12101,,вот,ВОТ,PART,,,"тебе это потом _вот_ постепенно , потихонечку",т,о,в,,,,PART,ВОТ,PART,Т
12102,,постепенно,ПОСТЕПЕННО,ADV -,,,"это потом вот _постепенно_ , потихонечку все",о,н,н,е,п,е,ADV,ПОСТЕПЕННО,ADV -,О
12103,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12104,,потихонечку,ПОТИХОНЕЧКУ,ADV -,,,"вот постепенно , _потихонечку_ все вернется .",у,к,ч,е,н,о,ADV,ПОТИХОНЕЧКУ,ADV -,У
12105,,все,ВСЕ!,SPRO nom sg n,,,"постепенно , потихонечку _все_ вернется .",е,с,в,,,,S,ВСЕ,S - - nom pl,Е
12106,,вернется,ВЕРНУТЬСЯ,V pf fut sg indic - 3p,,,", потихонечку все _вернется_ .",я,с,т,е,н,р,V,ВЕРНУТЬСЯ,V pf fut sg indic - 3p,Я
12107,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12108,,,,,,,,,,,,,,,,,
12109,# sent = 874,,,,,,,,,,,,,,,,
12110,,И,И,CONJ,,,. _И_ соответственно есть как бы,и,,,,,,CONJ,И,CONJ,И
12111,,соответственно,СООТВЕТСТВЕННО!,PARENTH,,,И _соответственно_ есть как бы концепция,о,н,н,е,в,т,ADV,СООТВЕТСТВЕННО,ADV -,О
12112,,есть,БЫТЬ,V ipf praes sg indic - 3p,,,И соответственно _есть_ как бы концепция реинкарнации,ь,т,с,е,,,V,БЫТЬ,V ipf praes sg indic - 3p,Ь
12113,,как бы,как бы,PART,,,"И соответственно есть _как бы_ концепция реинкарнации ,",ы,б,,к,а,к,PART,как бы,ADV -,ы
12114,,концепция,КОНЦЕПЦИЯ,S f inan nom sg,,,"соответственно есть как бы _концепция_ реинкарнации , ааа",я,и,ц,п,е,ц,S,КОНЦЕПЦИЯ,S f inan nom sg,Я
12115,,реинкарнации,РЕИНКАРНАЦИЯ,S f inan loc sg,,,"есть как бы концепция _реинкарнации_ , ааа ,",и,и,ц,а,н,р,S,РЕИНКАРНАЦИЯ,S f inan loc sg,Я
12116,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12117,,ааа,ААА,INTJ,,,"концепция реинкарнации , _ааа_ , то есть после",а,а,а,,,,INTJ,ААА,INTJ,А
12118,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12119,,то есть,то есть,CONJ,,,", ааа , _то есть_ после смерти ...",ь,т,с,е,,о,CONJ,то есть,ADV -,ь
12120,,после,ПОСЛЕ,PR,,,"ааа , то есть _после_ смерти ... ааа",е,л,с,о,п,,PR,ПОСЛЕ,PR,Е
12121,,смерти,СМЕРТЬ,S f inan gen sg,,,", то есть после _смерти_ ... ааа ...",и,т,р,е,м,с,S,СМЕРТЬ,S m inan gen sg,Ь
12122,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12123,,ааа,ААА,INTJ,,,после смерти ... _ааа_ ...,а,а,а,,,,INTJ,ААА,INTJ,А
12124,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12125,,,,,,,,,,,,,,,,,
12126,# sent = 875,,,,,,,,,,,,,,,,
12127,,Тоже,ТОЖЕ,PART,,,"... _Тоже_ , опять же",е,ж,о,т,,,PART,ТОЖЕ,PART,Е
12128,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12129,,опять,ОПЯТЬ,ADV -,,,"Тоже , _опять_ же , бывают",ь,т,я,п,о,,ADV,ОПЯТЬ,ADV -,Ь
12130,,же,ЖЕ,PART,,,"Тоже , опять _же_ , бывают разные",е,ж,,,,,PART,ЖЕ,PART,Е
12131,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12132,,бывают,БЫВАТЬ,V ipf praes pl indic - 3p,,,"опять же , _бывают_ разные трактовки :",т,ю,а,в,ы,б,V,БЫВАТЬ,V ipf praes pl indic - 3p,Ь
12133,,разные,РАЗНЫЙ,A - nom pl plen - -,,,"же , бывают _разные_ трактовки : кто-то",е,ы,н,з,а,р,A,РАЗНЫЙ,A - nom pl plen - -,Й
12134,,трактовки,ТРАКТОВКА,S f inan nom pl,,,", бывают разные _трактовки_ : кто-то говорит",и,к,в,о,т,к,S,ТРАКТОВКА,S f inan nom pl,А
12135,,:,:,PUNCT,,,,,,,,,,PUNCT,,,
12136,,кто-то,КТО-ТО,SPRO m - nom sg,,,"разные трактовки : _кто-то_ говорит , что",о,т,-,о,т,к,S,КТО-ТО,S m - nom sg,О
12137,,говорит,ГОВОРИТЬ,V ipf praes sg indic - 3p,,,"трактовки : кто-то _говорит_ , что ты",т,и,р,о,в,о,V,ГОВОРИТЬ,V ipf praes sg indic - 3p,Ь
12138,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12139,,что,ЧТО,CONJ,,,"кто-то говорит , _что_ ты можешь реинкарнироваться",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12140,,ты,ТЫ,SPRO sg 2p - nom,,,"говорит , что _ты_ можешь реинкарнироваться только",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12141,,можешь,МОЧЬ,V ipf praes sg indic - 2p,,,", что ты _можешь_ реинкарнироваться только в",ь,ш,е,ж,о,м,V,МОЧЬ,V ipf praes sg indic - 2p,Ь
12142,,реинкарнироваться,РЕИНКАРНИРОВАТЬСЯ,V ipf - - inf - -,,,что ты можешь _реинкарнироваться_ только в человека,я,с,ь,т,а,в,V,РЕИНКАРНИРОВАТЬСЯ,V ipf - - inf - -,Я
12143,,только,ТОЛЬКО,PART,,,"ты можешь реинкарнироваться _только_ в человека ,",о,к,ь,л,о,т,PART,ТОЛЬКО,PART,О
12144,,в,В,PR,,,"можешь реинкарнироваться только _в_ человека , а",в,,,,,,PR,В,PR,В
12145,,человека,ЧЕЛОВЕК,S m anim gen sg,,,"реинкарнироваться только в _человека_ , а кто-то",а,к,е,в,о,л,S,ЧЕЛОВЕК,S m anim gen sg,К
12146,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12147,,а,А,CONJ,,,"в человека , _а_ кто-то считает ,",а,,,,,,CONJ,А,CONJ,А
12148,,кто-то,КТО-ТО,SPRO m - nom sg,,,"человека , а _кто-то_ считает , что",о,т,-,о,т,к,S,КТО-ТО,S m - nom sg,О
12149,,считает,СЧИТАТЬ,V ipf praes sg indic - 3p,,,", а кто-то _считает_ , что можно",т,е,а,т,и,ч,V,СЧИТАТЬ,V ipf praes sg indic - 3p,Ь
12150,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12151,,что,ЧТО,CONJ,,,"кто-то считает , _что_ можно реинкарнироваться во",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12152,,можно,МОЖНО,PRAEDIC,,,"считает , что _можно_ реинкарнироваться во все",о,н,ж,о,м,,PRAEDIC,МОЖНО,PRAEDIC,О
12153,,реинкарнироваться,РЕИНКАРНИРОВАТЬСЯ,V ipf - - inf - -,,,", что можно _реинкарнироваться_ во все ,",я,с,ь,т,а,в,V,РЕИНКАРНИРОВАТЬСЯ,V ipf - - inf - -,Я
12154,,во,ВО,PR,,,"что можно реинкарнироваться _во_ все , что",о,в,,,,,PR,ВО,PR,О
12155,,все,ВСЕ!,SPRO acc sg n,,,"можно реинкарнироваться во _все_ , что угодно",е,с,в,,,,S,ВСЕ,S - - acc pl,Е
12156,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12157,,что,ЧТО,CONJ,,,"во все , _что_ угодно , мне",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12158,,угодно,УГОДНО,PART,,,"все , что _угодно_ , мне больше",о,н,д,о,г,у,PART,УГОДНО,PART,О
12159,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12160,,мне,Я,SPRO sg 1p - dat,,,"что угодно , _мне_ больше нравится второй",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
12161,,больше,МНОГО,ADV comp,,,"угодно , мне _больше_ нравится второй вариант",е,ш,ь,л,о,б,ADV,МНОГО,ADV comp,О
12162,,нравится,НРАВИТЬСЯ,V ipf praes sg indic - 3p,,,", мне больше _нравится_ второй вариант ,",я,с,т,и,в,а,V,НРАВИТЬСЯ,V ipf praes sg indic - 3p,Я
12163,,второй,ВТОРОЙ,ANUM - nom sg plen m -,,,"мне больше нравится _второй_ вариант , то есть",й,о,р,о,т,в,ANUM,ВТОРОЙ,A - nom sg plen m -,Й
12164,,вариант,ВАРИАНТ,S m inan nom sg,,,"больше нравится второй _вариант_ , то есть получается",т,н,а,и,р,а,S,ВАРИАНТ,S m inan nom sg,Т
12165,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12166,,то есть,то есть,CONJ,,,"второй вариант , _то есть_ получается , что",ь,т,с,е,,о,CONJ,то есть,ADV -,ь
12167,,получается,ПОЛУЧАТЬСЯ,V ipf praes sg indic - 3p,,,"вариант , то есть _получается_ , что вот",я,с,т,е,а,ч,V,ПОЛУЧАТЬСЯ,V ipf praes sg indic - 3p,Я
12168,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12169,,что,ЧТО,CONJ,,,"то есть получается , _что_ вот ты сейчас",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12170,,вот,ВОТ,PART,,,"получается , что _вот_ ты сейчас живешь",т,о,в,,,,PART,ВОТ,PART,Т
12171,,ты,ТЫ,SPRO sg 2p - nom,,,", что вот _ты_ сейчас живешь в",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12172,,сейчас,СЕЙЧАС,ADV -,,,что вот ты _сейчас_ живешь в своей,с,а,ч,й,е,с,ADV,СЕЙЧАС,ADV -,С
12173,,живешь,ЖИТЬ,V ipf praes sg indic - 2p,,,вот ты сейчас _живешь_ в своей человеческой,ь,ш,е,в,и,ж,V,ЖИТЬ,V ipf praes sg indic - 2p,Ь
12174,,в,В,PR,,,ты сейчас живешь _в_ своей человеческой оболочке,в,,,,,,PR,В,PR,В
12175,,своей,СВОЙ,APRO - loc sg plen f -,,,"сейчас живешь в _своей_ человеческой оболочке ,",й,е,о,в,с,,APRO,СВОЙ,A - loc sg plen f -,Й
12176,,человеческой,ЧЕЛОВЕЧЕСКИЙ,A - loc sg plen f -,,,"живешь в своей _человеческой_ оболочке , а",й,о,к,с,е,ч,A,ЧЕЛОВЕЧЕСКИЙ,A - loc sg plen f -,Й
12177,,оболочке,ОБОЛОЧКА,S f inan loc sg,,,"в своей человеческой _оболочке_ , а потом",е,к,ч,о,л,о,S,ОБОЛОЧКА,S f inan loc sg,А
12178,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12179,,а,А,CONJ,,,"человеческой оболочке , _а_ потом ты -",а,,,,,,CONJ,А,CONJ,А
12180,,потом,ПОТОМ!,ADVPRO -,,,"оболочке , а _потом_ ты - раз",м,о,т,о,п,,ADV,ПОТОМ,ADV -,М
12181,,ты,ТЫ,SPRO sg 2p - nom,,,", а потом _ты_ - раз !",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12182,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12183,,раз,РАЗ!,PART,,,потом ты - _раз_ !,з,а,р,,,,S,РАЗ,S m inan acc sg,З
12184,,!,!,PUNCT,,,,,,,,,,PUNCT,,,
12185,,,,,,,,,,,,,,,,,
12186,# sent = 876,,,,,,,,,,,,,,,,
12187,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12188,,и,И,CONJ,,,- _и_ роса на камне,и,,,,,,CONJ,И,CONJ,И
12189,,роса,РОСА,S f inan nom sg,,,- и _роса_ на камне .,а,с,о,р,,,S,РОСА,S f inan nom sg,А
12190,,на,НА,PR,,,- и роса _на_ камне .,а,н,,,,,PR,НА,PR,А
12191,,камне,КАМЕНЬ,S m inan loc sg,,,и роса на _камне_ .,е,н,м,а,к,,S,КАМЕНЬ,S m inan loc sg,Ь
12192,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12193,,,,,,,,,,,,,,,,,
12194,# sent = 877,,,,,,,,,,,,,,,,
12195,,И,И,CONJ,,,. _И_ это настолько красиво,и,,,,,,CONJ,И,CONJ,И
12196,,это,ЭТО,SPRO n - nom sg,,,И _это_ настолько красиво и,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12197,,настолько,НАСТОЛЬКО,ADV -,,,И это _настолько_ красиво и поэтично,о,к,ь,л,о,т,ADV,НАСТОЛЬКО,ADV -,О
12198,,красиво,КРАСИВО,ADV -,,,"И это настолько _красиво_ и поэтично ,",о,в,и,с,а,р,ADV,КРАСИВО,ADV -,О
12199,,и,И,CONJ,,,"это настолько красиво _и_ поэтично , что",и,,,,,,CONJ,И,CONJ,И
12200,,поэтично,ПОЭТИЧНО,ADV -,,,"настолько красиво и _поэтично_ , что меня",о,н,ч,и,т,э,ADV,ПОЭТИЧНО,ADV -,О
12201,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12202,,что,ЧТО,CONJ,,,"и поэтично , _что_ меня это очень",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12203,,меня,Я,SPRO sg 1p - acc,,,"поэтично , что _меня_ это очень радует",я,н,е,м,,,SPRO,Я,SPRO sg 1p - acc,Я
12204,,это,ЭТО,SPRO n - nom sg,,,", что меня _это_ очень радует .",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12205,,очень,ОЧЕНЬ,ADV -,,,что меня это _очень_ радует .,ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
12206,,радует,РАДОВАТЬ,V ipf praes sg indic - 3p,,,меня это очень _радует_ .,т,е,у,д,а,р,V,РАДОВАТЬ,V ipf praes sg indic - 3p,Ь
12207,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12208,,,,,,,,,,,,,,,,,
12209,# sent = 878,,,,,,,,,,,,,,,,
12210,,И,И,CONJ,,,. _И_ есть такая тема,и,,,,,,CONJ,И,CONJ,И
12211,,есть,БЫТЬ,V ipf praes sg indic - 3p,,,"И _есть_ такая тема ,",ь,т,с,е,,,V,БЫТЬ,V ipf praes sg indic - 3p,Ь
12212,,такая,ТАКОЙ,APRO - nom sg plen f -,,,"И есть _такая_ тема , как",я,а,к,а,т,,APRO,ТАКОЙ,A - nom sg plen f -,Й
12213,,тема,ТЕМА,S f inan nom sg,,,"И есть такая _тема_ , как Страна",а,м,е,т,,,S,ТЕМА,S f inan nom sg,А
12214,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12215,,как,КАК,CONJ,,,"такая тема , _как_ Страна Вечного Лета",к,а,к,,,,CONJ,КАК,CONJ,К
12216,,Страна,СТРАНА,S f inan nom sg,,,"тема , как _Страна_ Вечного Лета ,",а,н,а,р,т,с,S,СТРАНА,S f inan nom sg,А
12217,,Вечного,ВЕЧНЫЙ,A - gen sg plen n -,,,", как Страна _Вечного_ Лета , это",о,г,о,н,ч,е,A,ВЕЧНЫЙ,A - gen sg plen n -,Й
12218,,Лета,ЛЕТО,S n inan gen sg,,,"как Страна Вечного _Лета_ , это некое",а,т,е,л,,,S,ЛЕТО,S n inan gen sg,О
12219,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12220,,это,ЭТО,SPRO n - nom sg,,,"Вечного Лета , _это_ некое место ,",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12221,,некое,НЕКИЙ,APRO - nom sg plen n -,,,"Лета , это _некое_ место , ммм",е,о,к,е,н,,APRO,НЕКИЙ,A - nom sg plen n -,Й
12222,,место,МЕСТО!,S n inan nom sg,,,", это некое _место_ , ммм ,",о,т,с,е,м,,S,МЕСТО,S n inan acc sg,О
12223,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12224,,ммм,МММ,INTJ,,,"некое место , _ммм_ , не знаю",м,м,м,,,,S,МММ,S n inan loc sg,М
12225,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12226,,не,НЕ,PART,,,", ммм , _не_ знаю , можно",е,н,,,,,PART,НЕ,PART,Е
12227,,знаю,ЗНАТЬ,V ipf praes sg indic - 1p,,,"ммм , не _знаю_ , можно ли",ю,а,н,з,,,V,ЗНАТЬ,V ipf praes sg indic - 1p,Ь
12228,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12229,,можно,МОЖНО,PRAEDIC,,,"не знаю , _можно_ ли его сравнивать",о,н,ж,о,м,,PRAEDIC,МОЖНО,PRAEDIC,О
12230,,ли,ЛИ,PART,,,"знаю , можно _ли_ его сравнивать с",и,л,,,,,PART,ЛИ,PART,И
12231,,его,ОН,SPRO sg 3p m acc,,,", можно ли _его_ сравнивать с раем",о,г,е,,,,SPRO,ОН,SPRO sg 3p m acc,Н
12232,,сравнивать,СРАВНИВАТЬ,V ipf - - inf - -,,,"можно ли его _сравнивать_ с раем ,",ь,т,а,в,и,н,V,СРАВНИВАТЬ,V ipf - - inf - -,Ь
12233,,с,С,PR,,,"ли его сравнивать _с_ раем , которое",с,,,,,,PR,С,PR,С
12234,,раем,РАЙ,S m inan ins sg,,,"его сравнивать с _раем_ , которое как бы",м,е,а,р,,,S,РАЙ,S m inan ins sg,Й
12235,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12236,,которое,КОТОРЫЙ,APRO - nom sg plen n -,,,"с раем , _которое_ как бы , ну",е,о,р,о,т,о,APRO,КОТОРЫЙ,A - nom sg plen n -,Й
12237,,как бы,как бы,PART,,,"раем , которое _как бы_ , ну ...",ы,б,,к,а,к,PART,как бы,ADV -,ы
12238,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12239,,ну,НУ,PART,,,"которое как бы , _ну_ ...",у,н,,,,,PART,НУ,PART,У
12240,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12241,,,,,,,,,,,,,,,,,
12242,# sent = 879,,,,,,,,,,,,,,,,
12243,,Выглядит,ВЫГЛЯДЕТЬ,V ipf praes sg indic - 3p,,,"... _Выглядит_ так , как",т,и,д,я,л,г,V,ВЫГЛЯДЕТЬ,V ipf praes sg indic - 3p,Ь
12244,,так,ТАК!,ADVPRO -,,,"Выглядит _так_ , как ты",к,а,т,,,,ADV,ТАК,ADV -,К
12245,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12246,,как,КАК!,ADVPRO -,,,"Выглядит так , _как_ ты его себе",к,а,к,,,,ADV,КАК,ADV -,К
12247,,ты,ТЫ,SPRO sg 2p - nom,,,"так , как _ты_ его себе представляешь",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12248,,его,ОН,SPRO sg 3p m acc,,,", как ты _его_ себе представляешь ,",о,г,е,,,,SPRO,ОН,SPRO sg 3p m acc,Н
12249,,себе,СЕБЯ,SPRO - - - dat,,,"как ты его _себе_ представляешь , на",е,б,е,с,,,SPRO,СЕБЯ,SPRO - - - dat,Я
12250,,представляешь,ПРЕДСТАВЛЯТЬ,V ipf praes sg indic - 2p,,,"ты его себе _представляешь_ , на самом",ь,ш,е,я,л,в,V,ПРЕДСТАВЛЯТЬ,V ipf praes sg indic - 2p,Ь
12251,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12252,,на,НА,PR,,,"себе представляешь , _на_ самом деле .",а,н,,,,,PR,НА,PR,А
12253,,самом,САМЫЙ!,APRO - loc sg plen n -,,,"представляешь , на _самом_ деле .",м,о,м,а,с,,A,САМЫЙ,A - loc sg plen n -,Й
12254,,деле,ДЕЛО,S n inan loc sg,,,", на самом _деле_ .",е,л,е,д,,,S,ДЕЛО,S n inan loc sg,О
12255,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12256,,,,,,,,,,,,,,,,,
12257,# sent = 880,,,,,,,,,,,,,,,,
12258,,Соответственно,СООТВЕТСТВЕННО,PARENTH,,,. _Соответственно_ когда твоя душа,о,н,н,е,в,т,ADV,СООТВЕТСТВЕННО,ADV -,О
12259,,когда,КОГДА,CONJ,,,Соответственно _когда_ твоя душа уже,а,д,г,о,к,,CONJ,КОГДА,CONJ,А
12260,,твоя,ТВОЙ,APRO - nom sg plen f -,,,Соответственно когда _твоя_ душа уже как бы,я,о,в,т,,,APRO,ТВОЙ,A - nom sg plen f -,Й
12261,,душа,ДУША,S f inan nom sg,,,Соответственно когда твоя _душа_ уже как бы заканчивает,а,ш,у,д,,,S,ДУША,S f inan nom sg,А
12262,,уже,УЖЕ,ADV -,,,когда твоя душа _уже_ как бы заканчивает свой,е,ж,у,,,,ADV,УЖЕ,ADV -,Е
12263,,как бы,как бы,PART,,,твоя душа уже _как бы_ заканчивает свой путь,ы,б,,к,а,к,PART,как бы,ADV -,ы
12264,,заканчивает,ЗАКАНЧИВАТЬ,V ipf praes sg indic - 3p,,,"душа уже как бы _заканчивает_ свой путь ,",т,е,а,в,и,ч,V,ЗАКАНЧИВАТЬ,V ipf praes sg indic - 3p,Ь
12265,,свой,СВОЙ!,APRO - acc sg plen m -,,,"уже как бы заканчивает _свой_ путь , и",й,о,в,с,,,APRO,СВОЙ,A - nom sg plen m -,Й
12266,,путь,ПУТЬ,S m inan acc sg,,,"как бы заканчивает свой _путь_ , и когда",ь,т,у,п,,,S,ПУТЬ,S m inan nom sg,Ь
12267,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
